id,titleEmoji,text,mode
Event_01,🧑,"{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🍄を5個で🪙200枚に交換しよう。\nキノコ料理が食べたくてな…""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🍄"",""count"":5}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""page1"",""text"":""キノコとりにいくかなぁ…""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""ありがとう""},{""operation"":""changeItemCount"",""item"":""🍄"",""delta"":-5},{""operation"":""changeItemCount"",""item"":""🪙"",""delta"":200},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""🍄が足りない…""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""page1"":5,""thanks"":7,""shortage"":11,""end"":13},""entryPage"":""offer""}",
Event_02,🧙,"{""commands"":[{""operation"":""page"",""pageId"":""offer"",""text"":""🍄を5個で🪙200枚に交換しよう。\nキノコ料理が食べたくてな…""},{""operation"":""dialog"",""dialogMode"":""yesno""},{""operation"":""answer"",""answerValue"":""yes""},{""operation"":""condition"",""successPage"":""thanks"",""failurePage"":""shortage"",""items"":[{""item"":""🍄"",""count"":5}]},{""operation"":""answer"",""answerValue"":""no""},{""operation"":""page"",""pageId"":""page1"",""text"":""キノコとりにいくかなぁ…""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""thanks"",""text"":""ありがとう""},{""operation"":""changeItemCount"",""item"":""🍄"",""delta"":-5},{""operation"":""changeItemCount"",""item"":""🪙"",""delta"":200},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""page"",""pageId"":""shortage"",""text"":""🍄が足りない…""},{""operation"":""jump"",""targetPage"":""end""},{""operation"":""exit"",""pageId"":""end""}],""labelTable"":{""offer"":0,""page1"":5,""thanks"":7,""shortage"":11,""end"":13},""entryPage"":""offer""}",
Event_03,🧙,冒険を始めましょう！,
Event_04,🧙,冒険を始めましょう！,
Event_05,🧙,冒険を始めましょう！,
Event_06,🧙,冒険を始めましょう！,
Event_07,🧙,冒険を始めましょう！,
Event_08,🧙,冒険を始めましょう！,
Event_09,🧙,おはよう、冒険者。準備はできているか？,
Event_10,🧙,見てごらん、この地図にはまだ未踏の地がたくさんあるんだ。,
Event_11,🧙,無茶をしすぎないようにな。仲間が心配しているぞ。,
Event_12,🧙,この村の鍛冶屋は腕がいい。装備を強化してみないか？,
Event_13,🧙,夜になると星が綺麗だ。たまには空を見上げてみるといい。,
Event_14,🧙,そういえば、君の旅の目的をまだ聞いてなかったな。,
Event_15,🧙,噂では、北の山に眠るドラゴンが目を覚ましたらしい。,
Event_16,🧙,薬草を集めるなら雨上がりが狙い目だ。覚えておくといい。,
Event_17,🧙,宝箱を見つけても、まず罠を疑うんだぞ。,
Event_18,🧙,休憩は大事だ。焦ると判断を誤るからね。,
Event_19,🧙,新しい魔法を覚えたら、実戦の前に練習しておくといい。,
Event_20,🧙,君の旅路に幸運を。私も陰ながら見守っているよ。,
Event_21,🧙,村の子供たちが君の活躍を噂していたよ。人気者だな。,
Event_22,🧙,時には引き返す勇気も必要だ。無理をしないように。,
Event_23,🧙,さあ、次の目的地へ向かおう。道中気をつけて！,
